			Bx	By	Bz
-180	-140	120	-0.004382651	1.415268852	0.003910217
-180	-140	140	-0.007868291	1.420259417	0.007777375
-180	-140	160	-0.012315243	1.425187141	0.013672627
-180	-140	180	-0.012794086	1.43046198	0.01786168
-180	-140	200	-0.02182572	1.435219438	0.027351578
-180	-140	220	-0.03031305	1.445989482	0.041583043
-180	-140	240	-0.036908978	1.44761239	0.053220782
-180	-140	260	-0.044295572	1.451254108	0.069674469
-180	-140	280	-0.056070618	1.453116592	0.095995473
-180	-140	300	-0.067708963	1.459340683	0.12100809
-180	-120	-300	-0.069665329	1.42138366	-0.118146728
-180	-120	-280	-0.055995613	1.424683564	-0.093247816
-180	-120	-260	-0.044614469	1.425582968	-0.072420797
-180	-120	-240	-0.039735875	1.421300462	-0.055827376
-180	-120	-220	-0.032793902	1.422794602	-0.041669039
-180	-120	-200	-0.026156045	1.421476823	-0.030625508
-180	-120	-180	-0.019788503	1.41893783	-0.020042688
-180	-120	-160	-0.015004519	1.415501061	-0.014419467
-180	-120	-140	-0.012395048	1.412507213	-0.010978582
-180	-120	-120	-0.009785577	1.409513366	-0.007537696
-180	-120	-100	-0.007833778	1.41052497	-0.003441654
-180	-120	-80	-0.006566494	1.405838468	-0.00377449
-180	-120	-60	-0.00223285	1.404083107	-0.000465256
-180	-120	-40	-0.001866092	1.402385503	-0.000397524
-180	-120	-20	-0.001431078	1.400837862	-0.000534637
-180	-120	0	-0.001927928	1.399644296	0.000568752
-180	-120	20	-0.002570311	1.399512319	0.000719313
-180	-120	40	-0.003163101	1.400669004	0.001323714
-180	-120	60	-0.003755891	1.40182569	0.001928114
-180	-120	80	-0.004348681	1.402982375	0.002532515
-180	-120	100	-0.007325985	1.413678063	0.004664249
-180	-120	120	-0.010438162	1.414913606	0.008410452
-180	-120	140	-0.012487941	1.412334342	0.012184022
-180	-120	160	-0.016140456	1.415228066	0.015792542
-180	-120	180	-0.020471648	1.417347981	0.023104852
-180	-120	200	-0.027626059	1.419388238	0.034905608
-180	-120	220	-0.031368599	1.417883665	0.043205951
-180	-120	240	-0.037964527	1.419506572	0.054843689
-180	-120	260	-0.043865537	1.421546101	0.072718322
-180	-120	280	-0.055332143	1.41925842	0.093532414
-180	-120	300	-0.067736246	1.416795361	0.121033229
-180	-100	-300	-0.06264749	1.379546267	-0.103831096
-180	-100	-280	-0.056828646	1.387656477	-0.085436594
-180	-100	-260	-0.03977353	1.393228445	-0.073838367
-180	-100	-240	-0.043063724	1.392878768	-0.051857625
-180	-100	-220	-0.031705088	1.40216248	-0.04111381
-180	-100	-200	-0.026742125	1.403511418	-0.030331153
-180	-100	-180	-0.022253984	1.404354468	-0.023048549
-180	-100	-160	-0.017877406	1.403114092	-0.01647832
-180	-100	-140	-0.015445644	1.402517324	-0.011342245
-180	-100	-120	-0.01172027	1.397638783	-0.011145872
-180	-100	-100	-0.010023362	1.397987003	-0.007809004
-180	-100	-80	-0.008207926	1.397198936	-0.003566515
-180	-100	-60	-0.005740811	1.397597047	-0.001538821
-180	-100	-40	-0.006370552	1.396856002	-0.002095128
-180	-100	-20	-0.00437323	1.398062507	-0.000956544
-180	-100	0	-0.004828687	1.397737662	0.000101973
-180	-100	20	-0.005344459	1.39813052	0.001856913
-180	-100	40	-0.006015115	1.399259409	0.002457222
-180	-100	60	-0.006579345	1.400339277	0.003463439
-180	-100	80	-0.006304775	1.399903866	0.004322221
-180	-100	100	-0.009904296	1.398477761	0.00682732
-180	-100	120	-0.012148463	1.396822862	0.010944311
-180	-100	140	-0.014242351	1.39874825	0.013392198
-180	-100	160	-0.017310396	1.400737133	0.015688961
-180	-100	180	-0.021131105	1.400387465	0.023356072
-180	-100	200	-0.02932092	1.398929927	0.03361108
-180	-100	220	-0.030123186	1.39433915	0.042227953
-180	-100	240	-0.037859536	1.388825658	0.056747034
-180	-100	260	-0.045279325	1.390933193	0.069835638
-180	-100	280	-0.053270873	1.384343626	0.087848014
-180	-100	300	-0.063691757	1.375207676	0.109736155
-180	-80	-300	-0.058451494	1.338916193	-0.096226343
-180	-80	-280	-0.044874633	1.354912218	-0.074364938
-180	-80	-260	-0.039862086	1.36683172	-0.062314052
-180	-80	-240	-0.033504125	1.378648417	-0.048494463
-180	-80	-220	-0.027324731	1.383046464	-0.035961044
-180	-80	-200	-0.02376448	1.386310088	-0.028590094
-180	-80	-180	-0.020204229	1.389573712	-0.021219143
-180	-80	-160	-0.017445224	1.392757604	-0.015916669
-180	-80	-140	-0.015442076	1.392999441	-0.011698177
-180	-80	-120	-0.011921073	1.392409807	-0.009870654
-180	-80	-100	-0.008135389	1.393350007	-0.007460783
-180	-80	-80	-0.006798711	1.392544827	-0.002636088
-180	-80	-60	-0.004252016	1.393475254	-0.000840542
-180	-80	-40	-0.004800872	1.394480838	-0.000924224
-180	-80	-20	-0.005221409	1.394547701	-0.000520646
-180	-80	0	-0.007240131	1.397259344	-0.000222871
-180	-80	20	-0.007697219	1.39775559	0.002985801
-180	-80	40	-0.006267406	1.394736586	0.002169245
-180	-80	60	-0.005992836	1.394301175	0.003028027
-180	-80	80	-0.006588508	1.393569737	0.002971431
-180	-80	100	-0.008479672	1.392878266	0.005580106
-180	-80	120	-0.011288676	1.391631052	0.009398954
-180	-80	140	-0.01395512	1.390393079	0.013040404
-180	-80	160	-0.016529925	1.389320094	0.016209481
-180	-80	180	-0.020402333	1.386656804	0.022957381
-180	-80	200	-0.024413981	1.384763223	0.028780799
-180	-80	220	-0.02883793	1.381301859	0.037326945
-180	-80	240	-0.038111583	1.377263517	0.050600823
-180	-80	260	-0.036520105	1.362579168	0.058992824
-180	-80	280	-0.049512269	1.347187362	0.082226293
-180	-80	300	-0.054078352	1.335676168	0.088317115
-180	-60	-300	-0.042765705	1.314234258	-0.074814415
-180	-60	-280	-0.037422854	1.333513707	-0.060346978
-180	-60	-260	-0.032854222	1.34644645	-0.04938131
-180	-60	-240	-0.026727245	1.357930441	-0.038101231
-180	-60	-220	-0.025030186	1.367648301	-0.031033292
-180	-60	-200	-0.019384811	1.373521296	-0.02532647
-180	-60	-180	-0.015304977	1.380366319	-0.014899675
-180	-60	-160	-0.015786458	1.384148116	-0.013002221
-180	-60	-140	-0.014101178	1.387720735	-0.012442345
-180	-60	-120	-0.010969673	1.388097397	-0.009493992
-180	-60	-100	-0.007838168	1.388474059	-0.006545639
-180	-60	-80	-0.004550508	1.389061232	-0.003775695
-180	-60	-60	-0.002842802	1.388821146	8.99E-05
-180	-60	-40	-0.00435771	1.390454735	-0.000710353
-180	-60	-20	-0.004663532	1.390446704	-0.0004922
-180	-60	0	-0.0059013	1.391229504	0.001659515
-180	-60	20	-0.006621699	1.390874909	-0.000262475
-180	-60	40	-0.005680898	1.388698483	0.001733833
-180	-60	60	-0.005406328	1.388263072	0.002592615
-180	-60	80	-0.005811193	1.387851303	0.002871152
-180	-60	100	-0.007055047	1.387278771	0.004332892
-180	-60	120	-0.009864051	1.386031557	0.00815174
-180	-60	140	-0.012673055	1.384784342	0.011970588
-180	-60	160	-0.016267993	1.382901079	0.013394687
-180	-60	180	-0.017994489	1.380393922	0.015050312
-180	-60	200	-0.019507041	1.370596519	0.023950518
-180	-60	220	-0.023268654	1.365860677	0.031235795
-180	-60	240	-0.026707302	1.357193007	0.039218009
-180	-60	260	-0.030114586	1.347009512	0.047665883
-180	-60	280	-0.039245946	1.33039293	0.063059232
-180	-60	300	-0.044793985	1.309614913	0.079979347
-180	-40	-300	-0.030776704	1.292644793	-0.05490402
-180	-40	-280	-0.025121943	1.315695059	-0.041686002
-180	-40	-260	-0.022169188	1.331484557	-0.038412287
-180	-40	-240	-0.018437881	1.344829536	-0.026853204
-180	-40	-220	-0.01561225	1.354937878	-0.022190599
-180	-40	-200	-0.010852686	1.366621728	-0.013812447
-180	-40	-180	-0.011727647	1.370242227	-0.010935485
-180	-40	-160	-0.01058921	1.374204264	-0.009840168
-180	-40	-140	-0.009450774	1.378166301	-0.008744851
-180	-40	-120	-0.008312337	1.382128338	-0.007649534
-180	-40	-100	-0.007173901	1.386090376	-0.006554218
-180	-40	-80	-0.003755264	1.384538311	-0.003220624
-180	-40	-60	-0.000965626	1.384772456	-9.06E-05
-180	-40	-40	0.001113108	1.385097464	0.002815858
-180	-40	-20	-0.003775081	1.385566304	-0.001254325
-180	-40	0	-0.004136433	1.384357154	0.000450365
-180	-40	20	-0.004786694	1.383766552	-0.000621044
-180	-40	40	-0.004928711	1.383407984	0.000474789
-180	-40	60	-0.004914262	1.383059341	0.001508905
-180	-40	80	-0.004798778	1.382224044	0.002673864
-180	-40	100	-0.005710659	1.384208762	0.003220624
-180	-40	120	-0.00722649	1.380419775	0.005759101
-180	-40	140	-0.009044368	1.375491089	0.007019621
-180	-40	160	-0.010721328	1.372259438	0.008620129
-180	-40	180	-0.010716024	1.367046317	0.012123391
-180	-40	200	-0.01481575	1.362762378	0.016334836
-180	-40	220	-0.015166343	1.353610278	0.021073265
-180	-40	240	-0.019943731	1.342790504	0.030550338
-180	-40	260	-0.024476043	1.331699825	0.036237365
-180	-40	280	-0.029097425	1.31369318	0.043932505
-180	-40	300	-0.033273431	1.289735578	0.055725716
-180	-20	-300	-0.01927515	1.278324284	-0.031433181
-180	-20	-280	-0.013226657	1.304385748	-0.02102962
-180	-20	-260	-0.011585618	1.322356361	-0.020269342
-180	-20	-240	-0.009802882	1.338645141	-0.016628638
-180	-20	-220	-0.009886964	1.348965503	-0.013978395
-180	-20	-200	-0.004710425	1.354525529	-0.011219493
-180	-20	-180	-0.00783753	1.360243575	-0.004403969
-180	-20	-160	-0.005318765	1.366817887	-0.005453956
-180	-20	-140	-0.004163739	1.37111272	-0.004461006
-180	-20	-120	-0.003008713	1.375407553	-0.003468055
-180	-20	-100	-0.001853687	1.379702385	-0.002475105
-180	-20	-80	-0.000698661	1.383997218	-0.001482154
-180	-20	-60	-0.004803057	1.385694112	0.000271812
-180	-20	-40	-0.000592601	1.393006886	-0.001639573
-180	-20	-20	-0.001504635	1.382636457	-0.001774807
-180	-20	0	-0.001802454	1.382079597	-0.000553105
-180	-20	20	-0.001485171	1.381688123	0.001362253
-180	-20	40	-0.001258311	1.382291423	0.000437043
-180	-20	60	-0.001673468	1.382080049	0.001002229
-180	-20	80	-0.00216696	1.380915747	0.001509562
-180	-20	100	-0.002617989	1.378645391	0.001864898
-180	-20	120	-0.003551459	1.374838289	0.001982636
-180	-20	140	-0.00469564	1.373138632	0.00378797
-180	-20	160	-0.0063726	1.36990698	0.005388477
-180	-20	180	-0.008439109	1.365688784	0.009490478
-180	-20	200	-0.008516019	1.355400204	0.009404044
-180	-20	220	-0.008592928	1.345111623	0.009317609
-180	-20	240	-0.010506782	1.331640892	0.014731946
-180	-20	260	-0.009013029	1.314314766	0.012961078
-180	-20	280	-0.015171849	1.293876587	0.022542077
-180	-20	300	-0.0183422	1.273991567	0.030071452
-180	0	-300	-0.002033204	1.269915616	-0.003614631
-180	0	-280	-0.001553557	1.296076916	-0.003997326
-180	0	-260	-0.00349628	1.315687128	-0.001146607
-180	0	-240	-0.001264611	1.333108685	-0.003852807
-180	0	-220	-0.001641155	1.346554734	-0.003899385
-180	0	-200	1.10E-05	1.355116393	-0.002657834
-180	0	-180	-0.0009452	1.362173456	0.001695246
-180	0	-160	0.000435059	1.368272672	-0.000127684
-180	0	-140	0.00201381	1.373504295	-0.000166173
-180	0	-120	0.003168835	1.377799128	0.000826777
-180	0	-100	0.004323861	1.38209396	0.001819728
-180	0	-80	0.000269795	1.379809159	0.000233843
-180	0	-60	-0.001774337	1.381179491	-0.000925694
-180	0	-40	-0.001735479	1.383260787	-0.000414812
-180	0	-20	0.001357231	1.384550392	-0.002331667
-180	0	0	0.001059412	1.383993533	-0.001109964
-180	0	20	0.00155176	1.383591343	0.000595362
-180	0	40	0.002208844	1.382824452	-0.000397394
-180	0	60	0.00095835	1.380771752	-0.000162074
-180	0	80	0.000464857	1.379607449	0.000345259
-180	0	100	0.001618811	1.378664046	-0.000305253
-180	0	120	0.000954576	1.375915687	0.000510153
-180	0	140	-0.000203933	1.372181651	-9.04E-05
-180	0	160	0.001435697	1.365358299	0.000511159
-180	0	180	0.000266503	1.359350008	-1.98E-05
-180	0	200	0.000431251	1.349933178	0.000266048
-180	0	220	-0.003027415	1.341698862	-0.000970971
-180	0	240	-8.62E-05	1.334262688	0.002878117
-180	0	260	-0.007017157	1.307786092	0.006791796
-180	0	280	-0.000144249	1.294617577	0.001387977
-180	0	300	-0.000672589	1.269635511	0.003600779
-180	20	-300	0.012445932	1.279083009	0.019535684
-180	20	-280	0.013308899	1.301385697	0.018808312
-180	20	-260	0.015511312	1.318514759	0.014179605
-180	20	-240	0.013161808	1.336698386	0.016124273
-180	20	-220	0.003080221	1.347145598	0.004662274
-180	20	-200	0.004732327	1.355707258	0.005903826
-180	20	-180	0.00594713	1.364103337	0.007794462
-180	20	-160	0.007327389	1.370202553	0.005971531
-180	20	-140	0.008707648	1.376301768	0.004148601
-180	20	-120	0.007949877	1.379422023	0.00392325
-180	20	-100	0.005905745	1.380792355	0.002763712
-180	20	-80	0.003861613	1.382162687	0.001604175
-180	20	-60	0.005607576	1.385302775	0.00276293
-180	20	-40	0.002587944	1.384610275	6.12E-05
-180	20	-20	0.002446832	1.385339144	-0.001272105
-180	20	0	0.003921278	1.385907469	-0.001666823
-180	20	20	0.004588691	1.385494563	-0.00017153
-180	20	40	0.005245775	1.384727672	-0.001164286
-180	20	60	0.005124489	1.383864053	-0.001600288
-180	20	80	0.004892763	1.382394631	-0.000485067
-180	20	100	0.00585778	1.379549113	-0.003050053
-180	20	120	0.005401352	1.37679546	-0.003223883
-180	20	140	0.00501521	1.372569564	-0.004218099
-180	20	160	0.005983166	1.367298715	-0.005913818
-180	20	180	0.00591156	1.365188821	-0.007348055
-180	20	200	0.007639438	1.354296344	-0.008259046
-180	20	220	0.009208327	1.341431677	-0.008335225
-180	20	240	0.011709584	1.328981477	-0.016332794
-180	20	260	0.012144009	1.317949794	-0.017739424
-180	20	280	0.01268842	1.296985693	-0.019053383
-180	20	300	0.013002178	1.272659561	-0.022826124
-180	40	-300	0.026937293	1.28810706	0.041838371
-180	40	-280	0.025847317	1.311034551	0.041174673
-180	40	-260	0.022473241	1.32818242	0.03085917
-180	40	-240	0.019375209	1.34475098	0.025602341
-180	40	-220	0.015944523	1.352913587	0.020604767
-180	40	-200	0.015841167	1.365010132	0.012064912
-180	40	-180	0.015855448	1.372404867	0.015771598
-180	40	-160	0.014959336	1.376117946	0.011531564
-180	40	-140	0.013127233	1.379288817	0.00813417
-180	40	-120	0.011403614	1.382292923	0.004912854
-180	40	-100	0.009840291	1.383871466	0.003744149
-180	40	-80	0.007453432	1.384516216	0.002974507
-180	40	-60	0.007782609	1.385045054	0.001203799
-180	40	-40	0.007255948	1.38588512	0.000494388
-180	40	-20	0.00608103	1.386435729	-4.88E-05
-180	40	0	0.006783144	1.387821404	-0.002223683
-180	40	20	0.007625622	1.387397783	-0.000938421
-180	40	40	0.006682228	1.385978821	-0.002045966
-180	40	60	0.00713175	1.383430667	-0.0032019
-180	40	80	0.007413662	1.382644976	-0.003764293
-180	40	100	0.007974038	1.381339311	-0.004766176
-180	40	120	0.008891234	1.37982976	-0.006139546
-180	40	140	0.012136028	1.37762129	-0.008879668
-180	40	160	0.013133989	1.373232532	-0.010676298
-180	40	180	0.012677733	1.364136008	-0.01470102
-180	40	200	0.012426687	1.359221813	-0.019889373
-180	40	220	0.014669022	1.352122692	-0.016616493
-180	40	240	0.019190659	1.339688986	-0.027877471
-180	40	260	0.02295172	1.323788917	-0.031886213
-180	40	280	0.028041497	1.307467229	-0.039887286
-180	40	300	0.027815788	1.283784299	-0.047997481
-180	60	-300	0.046430539	1.305243343	0.062504237
-180	60	-280	0.037279731	1.326902958	0.058322543
-180	60	-260	0.034888877	1.345349185	0.05104561
-180	60	-240	0.028304553	1.356459052	0.034584703
-180	60	-220	0.021842584	1.365441414	0.026309819
-180	60	-200	0.019876689	1.370961038	0.020810543
-180	60	-180	0.018583611	1.380775572	0.017112872
-180	60	-160	0.016680746	1.37618232	0.015298299
-180	60	-140	0.015515043	1.379758566	0.011305042
-180	60	-120	0.013682941	1.382929437	0.007907648
-180	60	-100	0.013997168	1.380517266	0.004809192
-180	60	-80	0.012522097	1.38220132	0.003558979
-180	60	-60	0.010265456	1.386635489	0.002071601
-180	60	-40	0.009667754	1.387713486	0.001368614
-180	60	-20	0.009070051	1.388791483	0.000665627
-180	60	0	0.010182485	1.393370776	0.00016346
-180	60	20	0.010264887	1.3889606	-0.002082096
-180	60	40	0.008553219	1.389256521	-0.003142256
-180	60	60	0.0087992	1.388640395	-0.003818026
-180	60	80	0.009045181	1.388024269	-0.004493796
-180	60	100	0.009651704	1.386935677	-0.006071841
-180	60	120	0.011475058	1.385273826	-0.008348016
-180	60	140	0.014719852	1.383065356	-0.011088138
-180	60	160	0.018146623	1.379883479	-0.01654873
-180	60	180	0.019401749	1.374924637	-0.020531904
-180	60	200	0.02029566	1.369884064	-0.02679835
-180	60	220	0.022538112	1.361941173	-0.028464618
-180	60	240	0.026671735	1.350396496	-0.039422148
-180	60	260	0.03036926	1.335106246	-0.048814493
-180	60	280	0.033802705	1.318177967	-0.060319138
-180	60	300	0.041785086	1.301646035	-0.072219066
-180	80	-300	0.053975612	1.331530543	0.09011883
-180	80	-280	0.048443422	1.348591827	0.075431952
-180	80	-260	0.043361767	1.356758614	0.062218244
-180	80	-240	0.037233896	1.368167124	0.043567065
-180	80	-220	0.030771927	1.377149486	0.035292181
-180	80	-200	0.023695257	1.387978957	0.031855936
-180	80	-180	0.019980373	1.390090611	0.017241452
-180	80	-160	0.016366526	1.391092848	0.015904718
-180	80	-140	0.015945133	1.390838012	0.011877653
-180	80	-120	0.015950405	1.390375297	0.007098574
-180	80	-100	0.013985409	1.39185741	0.006493245
-180	80	-80	0.013186193	1.393123689	0.006564396
-180	80	-60	0.011634646	1.393905222	0.003149598
-180	80	-40	0.011721269	1.396020872	0.002939363
-180	80	-20	0.010184477	1.395561888	0.001604442
-180	80	0	0.010141933	1.3951105	-0.001681709
-180	80	20	0.010661803	1.395457802	-0.002860947
-180	80	40	0.010985268	1.394982327	-0.003697526
-180	80	60	0.010964154	1.394050015	-0.004380645
-180	80	80	0.010943041	1.393117703	-0.005063763
-180	80	100	0.011325404	1.392743858	-0.007304844
-180	80	120	0.014058881	1.390717892	-0.010556487
-180	80	140	0.0172758	1.389141074	-0.013594526
-180	80	160	0.020673771	1.386496966	-0.019192838
-180	80	180	0.024071743	1.383852858	-0.02479115
-180	80	200	0.027001169	1.384271208	-0.03037839
-180	80	220	0.030019187	1.372648683	-0.040009295
-180	80	240	0.035863103	1.366178611	-0.049464948
-180	80	260	0.039936762	1.357412521	-0.06082008
-180	80	280	0.046471442	1.34414647	-0.073766973
-180	80	300	0.057804357	1.327767497	-0.093620165
-180	100	-300	0.064607643	1.365057445	0.107180114
-180	100	-280	0.055987442	1.376458391	0.084334497
-180	100	-260	0.048708375	1.383287297	0.067464238
-180	100	-240	0.044748639	1.379340676	0.057783402
-180	100	-220	0.035877847	1.394448555	0.045450002
-180	100	-200	0.029280636	1.397316822	0.033221506
-180	100	-180	0.022307218	1.398780965	0.022064999
-180	100	-160	0.017767844	1.400478184	0.015649882
-180	100	-140	0.017226821	1.400410641	0.011776645
-180	100	-120	0.016105335	1.401744221	0.008432155
-180	100	-100	0.013973651	1.403197554	0.008177299
-180	100	-80	0.013165702	1.402302898	0.005468981
-180	100	-60	0.011634285	1.403582709	0.001069397
-180	100	-40	0.010823086	1.399608301	0.00248038
-180	100	-20	0.009286294	1.399149317	0.001145458
-180	100	0	0.009038239	1.399083351	-0.001143639
-180	100	20	0.009264868	1.399554748	-0.002655956
-180	100	40	0.01012213	1.39975974	-0.003501351
-180	100	60	0.011705648	1.401004053	-0.005312957
-180	100	80	0.011684535	1.400071741	-0.005996075
-180	100	100	0.013954445	1.398383644	-0.009014792
-180	100	120	0.016404978	1.398398668	-0.010640323
-180	100	140	0.019572943	1.396475852	-0.015964768
-180	100	160	0.021747776	1.396917939	-0.020440094
-180	100	180	0.02551486	1.399337722	-0.024001726
-180	100	200	0.027852046	1.394802045	-0.035113079
-180	100	220	0.033119679	1.392458954	-0.046462061
-180	100	240	0.040488087	1.387650541	-0.055462995
-180	100	260	0.044154915	1.384294233	-0.070056503
-180	100	280	0.054669682	1.371399061	-0.086662145
-180	100	300	0.063124099	1.355256104	-0.111249161
-180	120	-300	0.072354241	1.40083396	0.117799674
-180	120	-280	0.061684582	1.408019301	0.093895518
-180	120	-260	0.052402051	1.410872171	0.073746692
-180	120	-240	0.044906816	1.412209194	0.057337585
-180	120	-220	0.037849437	1.413169595	0.044141771
-180	120	-200	0.032477087	1.410498768	0.03468565
-180	120	-180	0.025503669	1.411962912	0.023529143
-180	120	-160	0.019288563	1.413015968	0.01690812
-180	120	-140	0.017381751	1.411779565	0.013110225
-180	120	-120	0.016260266	1.413113146	0.009765736
-180	120	-100	0.013489044	1.412577523	0.006064659
-180	120	-80	0.011801932	1.409126541	0.003916353
-180	120	-60	0.010558075	1.405686654	0.002597034
-180	120	-40	0.008768626	1.404754597	4.64E-05
-180	120	-20	0.008388111	1.402736747	0.000686475
-180	120	0	0.007934545	1.403056203	-0.000605569
-180	120	20	0.007867933	1.403651694	-0.002450965
-180	120	40	0.008725196	1.403856686	-0.00329636
-180	120	60	0.009582458	1.404061677	-0.004141754
-180	120	80	0.01043972	1.404266668	-0.004987149
-180	120	100	0.013223225	1.411515612	-0.009085181
-180	120	120	0.016655065	1.411086859	-0.011047355
-180	120	140	0.018271288	1.410783596	-0.015662977
-180	120	160	0.021208575	1.412031936	-0.019208181
-180	120	180	0.02548297	1.41212396	-0.026622584
-180	120	200	0.030336001	1.412724401	-0.035935756
-180	120	220	0.036478244	1.415907629	-0.051702837
-180	120	240	0.044941617	1.410736786	-0.059684058
-180	120	260	0.049812763	1.407924864	-0.076302491
-180	120	280	0.059982007	1.401438317	-0.099719323
-180	120	300	0.070433838	1.396971976	-0.120995002
-180	140	-300	0.074445055	1.447009482	0.119920891
-180	140	-280	0.062463878	1.445252545	0.095287287
-180	140	-260	0.052061662	1.446890404	0.074052734
-180	140	-240	0.042734593	1.440702613	0.054091739
-180	140	-220	0.037216838	1.435539772	0.041689681
-180	140	-200	0.031834719	1.433087682	0.032181672
-180	140	-180	0.03041811	1.425746815	0.018654571
-180	140	-160	0.019767969	1.427149522	0.019585297
-180	140	-140	0.012192677	1.425368072	0.004293206
-180	140	-120	0.016415196	1.42448207	0.011099316
-180	140	-100	0.009413691	1.416672379	0.001795785
-180	140	-80	0.008169834	1.413232492	0.000476466
-180	140	-60	0.006925977	1.409792605	-0.000842853
-180	140	-40	0.005757356	1.408697789	-0.000722302
-180	140	-20	0.00475149	1.40929801	-0.000380174
-180	140	0	0.004534524	1.409372946	-0.000324121
-180	140	20	0.004687281	1.40889495	-0.00060486
-180	140	40	0.0043895	1.410542513	-0.001578224
-180	140	60	0.004540509	1.412365199	-0.001977108
-180	140	80	0.008524124	1.413781983	-0.006248554
-180	140	100	0.010818838	1.417654054	-0.010745435
-180	140	120	0.010661508	1.416664603	-0.007918845
-180	140	140	0.015347966	1.420715324	-0.012550128
-180	140	160	0.019184879	1.425138037	-0.016462746
-180	140	180	0.023968076	1.431920002	-0.025859302
-180	140	200	0.028751273	1.438701967	-0.035255858
-180	140	220	0.03353447	1.445483932	-0.044652414
-180	140	240	0.043454927	1.440505773	-0.058893423
-180	140	260	0.0530551	1.441247293	-0.079362258
-180	140	280	0.062655273	1.441988812	-0.099831092
-180	140	300	0.071036327	1.442869505	-0.122529139
-180	160	-300	0.072732073	1.493496543	0.120600655
-180	160	-280	0.060200949	1.48397294	0.090713656
-180	160	-260	0.047534592	1.476638204	0.067705579
-180	160	-240	0.039833155	1.465772986	0.051809202
-180	160	-220	0.032508452	1.460724073	0.034908865
-180	160	-200	0.026503125	1.453139779	0.026747667
-180	160	-180	0.019082606	1.453893424	0.024164795
-180	160	-160	0.016357747	1.439887953	0.011848727
-180	160	-140	0.011410997	1.433570057	0.006303978
-180	160	-120	0.005877188	1.422741982	0.001972224
-180	160	-100	0.005781593	1.42077833	-0.001644102
-180	160	-80	0.003112937	1.420794578	-0.001343823
-180	160	-60	0.00109204	1.419183499	-0.002540572
-180	160	-40	0.000552756	1.417901436	-0.00012208
-180	160	-20	-0.00065792	1.416544362	4.15E-05
-180	160	0	-0.001713208	1.414026562	-0.0009333
-180	160	20	-0.001577047	1.413875637	-0.000755786
-180	160	40	-0.000782627	1.41404727	0.000244462
-180	160	60	-0.000631618	1.415869956	-0.000154422
-180	160	80	0.000217505	1.419016235	-0.00112647
-180	160	100	0.001767285	1.422465058	-0.004910218
-180	160	120	0.00460157	1.428549976	-0.004757167
-180	160	140	0.009846986	1.432122247	-0.008356547
-180	160	160	0.012755853	1.436536809	-0.009680781
-180	160	180	0.01753905	1.443318774	-0.019077337
-180	160	200	0.022322247	1.450100739	-0.028473893
-180	160	220	0.03031747	1.454736585	-0.041768584
-180	160	240	0.044629255	1.464829468	-0.049485821
-180	160	260	0.05423979	1.474935372	-0.073095457
-180	160	280	0.059193164	1.482348944	-0.09645716
-180	160	300	0.068173262	1.491010413	-0.120659759
-180	180	-300	0.064216407	1.539263527	0.107858494
-180	180	-280	0.052101933	1.51992563	0.080163669
-180	180	-260	0.040836363	1.506338434	0.053886695
-180	180	-240	0.034654465	1.490915959	0.040214775
-180	180	-220	0.024551566	1.481276874	0.027324571
-180	180	-200	0.018324488	1.472090357	0.01904261
-180	180	-180	0.011480283	1.460003052	0.011041682
-180	180	-160	0.008791836	1.449863138	0.004533585
-180	180	-140	0.003704363	1.442317633	-0.001260143
-180	180	-120	-0.000226491	1.434272168	-0.004696811
-180	180	-100	-0.002828406	1.429617976	-0.003680498
-180	180	-80	-0.004939213	1.42505252	-0.00486109
-180	180	-60	-0.006758385	1.420704499	-0.005529822
-180	180	-40	-0.006710562	1.417240597	-0.003052108
-180	180	-20	-0.006953141	1.414837697	-0.003431065
-180	180	0	-0.008709262	1.415361385	-0.000908669
-180	180	20	-0.007841374	1.418856324	-0.000906711
-180	180	40	-0.007705212	1.418705398	-0.000729197
-180	180	60	-0.005803745	1.419374714	0.001668264
-180	180	80	-0.009630314	1.421440844	-0.000219665
-180	180	100	-0.007284268	1.427276061	0.000924999
-180	180	120	-0.000234446	1.434355276	0.002484009
-180	180	140	0.004346005	1.44352917	-0.004162966
-180	180	160	0.006326827	1.447935581	-0.002898816
-180	180	180	0.011110024	1.454717546	-0.012295372
-180	180	200	0.01606433	1.462555328	-0.021838798
-180	180	220	0.020055246	1.475512705	-0.027271278
-180	180	240	0.031345181	1.490906542	-0.043218937
-180	180	260	0.042021236	1.502274492	-0.062318241
-180	180	280	0.049957794	1.513437608	-0.087132129
-180	180	300	0.063979	1.534323232	-0.110437873
-180	200	-300	0.052863706	1.583608624	0.085827083
-180	200	-280	0.042379669	1.564178148	0.054634033
-180	200	-260	0.030289214	1.538841722	0.038464221
-180	200	-240	0.020979264	1.520293301	0.025673484
-180	200	-220	0.013103709	1.500034056	0.010551822
-180	200	-200	0.009999532	1.479120167	0.006955306
-180	200	-180	0.003155327	1.467032863	-0.001045623
-180	200	-160	-0.001654229	1.456122509	-0.006702815
-180	200	-140	-0.008893648	1.444886109	-0.007369296
-180	200	-120	-0.010239136	1.44058003	-0.014703754
-180	200	-100	-0.011977018	1.432130152	-0.008245954
-180	200	-80	-0.01466849	1.423136626	-0.011471438
-180	200	-60	-0.016374405	1.421998642	-0.008437584
-180	200	-40	-0.016904283	1.418565264	-0.006101969
