			Bx	By	Bz
-160	200	-60	-1.59E-02	1.05E+00	-7.66E-03
-160	200	-40	-1.62E-02	1.05E+00	-7.89E-03
-160	200	-20	-1.64E-02	1.05E+00	-5.78E-03
-160	200	0	-1.62E-02	1.05E+00	2.52E-06
-160	200	20	-1.70E-02	1.05E+00	3.34E-03
-160	200	40	-1.87E-02	1.05E+00	4.84E-03
-160	200	60	-1.82E-02	1.05E+00	5.34E-03
-160	200	80	-1.68E-02	1.05E+00	6.14E-03
-160	200	100	-1.68E-02	1.06E+00	6.79E-03
-160	200	120	-1.41E-02	1.06E+00	7.86E-03
-160	200	140	-1.18E-02	1.07E+00	1.09E-02
-160	200	160	-6.34E-03	1.08E+00	6.95E-03
-160	200	180	-3.56E-03	1.09E+00	5.35E-03
-160	200	200	-7.68E-04	1.10E+00	3.76E-03
-160	200	220	3.34E-03	1.11E+00	-6.89E-03
-160	200	240	9.81E-03	1.12E+00	-1.57E-02
-160	200	260	1.36E-02	1.13E+00	-2.05E-02
-160	200	280	2.28E-02	1.15E+00	-3.84E-02
-160	200	300	3.06E-02	1.17E+00	-5.53E-02
-160	220	-300	2.22E-02	1.19E+00	2.25E-02
-160	220	-280	1.09E-02	1.17E+00	1.33E-02
-160	220	-260	4.01E-03	1.15E+00	3.72E-03
-160	220	-240	-6.18E-04	1.13E+00	-9.66E-03
-160	220	-220	-9.93E-03	1.12E+00	-1.23E-02
-160	220	-200	-1.21E-02	1.11E+00	-1.53E-02
-160	220	-180	-1.42E-02	1.09E+00	-1.83E-02
-160	220	-160	-1.64E-02	1.08E+00	-2.13E-02
-160	220	-140	-1.76E-02	1.07E+00	-2.09E-02
-160	220	-120	-1.87E-02	1.06E+00	-1.64E-02
-160	220	-100	-2.03E-02	1.06E+00	-1.37E-02
-160	220	-80	-2.20E-02	1.05E+00	-1.17E-02
-160	220	-60	-2.23E-02	1.05E+00	-1.19E-02
-160	220	-40	-2.26E-02	1.05E+00	-1.21E-02
-160	220	-20	-2.25E-02	1.05E+00	-6.28E-03
-160	220	0	-2.24E-02	1.04E+00	-5.03E-04
-160	220	20	-2.22E-02	1.04E+00	5.28E-03
-160	220	40	-2.40E-02	1.05E+00	5.80E-03
-160	220	60	-2.48E-02	1.05E+00	6.95E-03
-160	220	80	-2.43E-02	1.05E+00	1.11E-02
-160	220	100	-2.15E-02	1.06E+00	1.22E-02
-160	220	120	-1.89E-02	1.06E+00	1.33E-02
-160	220	140	-1.75E-02	1.07E+00	1.92E-02
-160	220	160	-1.76E-02	1.08E+00	2.02E-02
-160	220	180	-1.07E-02	1.09E+00	1.44E-02
-160	220	200	-7.95E-03	1.10E+00	1.28E-02
-160	220	220	-7.86E-03	1.12E+00	1.07E-02
-160	220	240	-1.39E-03	1.13E+00	1.89E-03
-160	220	260	2.76E-03	1.15E+00	-1.02E-03
-160	220	280	1.19E-02	1.17E+00	-1.60E-02
-160	220	300	1.92E-02	1.20E+00	-3.35E-02
-160	240	-300	-1.66E-04	1.21E+00	1.42E-03
-160	240	-280	-7.07E-03	1.19E+00	-8.16E-03
-160	240	-260	-1.14E-02	1.16E+00	-2.35E-02
-160	240	-240	-1.39E-02	1.14E+00	-2.57E-02
-160	240	-220	-1.85E-02	1.12E+00	-2.63E-02
-160	240	-200	-1.79E-02	1.10E+00	-2.84E-02
-160	240	-180	-1.73E-02	1.09E+00	-3.05E-02
-160	240	-160	-2.42E-02	1.08E+00	-3.53E-02
-160	240	-140	-2.48E-02	1.07E+00	-2.94E-02
-160	240	-120	-2.54E-02	1.06E+00	-2.35E-02
-160	240	-100	-2.67E-02	1.05E+00	-1.89E-02
-160	240	-80	-2.83E-02	1.05E+00	-1.62E-02
-160	240	-60	-2.87E-02	1.05E+00	-1.61E-02
-160	240	-40	-2.88E-02	1.04E+00	-1.26E-02
-160	240	-20	-2.87E-02	1.04E+00	-6.79E-03
-160	240	0	-2.85E-02	1.04E+00	-1.01E-03
-160	240	20	-2.83E-02	1.04E+00	4.77E-03
-160	240	40	-2.93E-02	1.04E+00	6.77E-03
-160	240	60	-3.05E-02	1.05E+00	1.60E-02
-160	240	80	-2.90E-02	1.05E+00	1.65E-02
-160	240	100	-2.80E-02	1.05E+00	1.69E-02
-160	240	120	-2.65E-02	1.06E+00	2.21E-02
-160	240	140	-2.50E-02	1.07E+00	2.73E-02
-160	240	160	-2.45E-02	1.08E+00	2.92E-02
-160	240	180	-1.79E-02	1.09E+00	2.35E-02
-160	240	200	-1.34E-02	1.11E+00	2.58E-02
-160	240	220	-1.91E-02	1.13E+00	2.82E-02
-160	240	240	-1.44E-02	1.14E+00	1.93E-02
-160	240	260	-1.06E-02	1.16E+00	1.95E-02
-160	240	280	-2.23E-03	1.18E+00	6.83E-03
-160	240	300	4.91E-03	1.21E+00	-8.66E-03
-160	260	-300	-1.81E-02	1.24E+00	-2.00E-02
-160	260	-280	-1.90E-02	1.19E+00	-4.37E-02
-160	260	-260	-2.37E-02	1.17E+00	-4.69E-02
-160	260	-240	-2.65E-02	1.15E+00	-4.88E-02
-160	260	-220	-2.86E-02	1.13E+00	-4.67E-02
-160	260	-200	-3.09E-02	1.11E+00	-4.33E-02
-160	260	-180	-3.03E-02	1.09E+00	-4.54E-02
-160	260	-160	-3.50E-02	1.08E+00	-4.44E-02
-160	260	-140	-3.61E-02	1.07E+00	-3.87E-02
-160	260	-120	-3.26E-02	1.06E+00	-3.20E-02
-160	260	-100	-3.32E-02	1.05E+00	-2.60E-02
-160	260	-80	-3.47E-02	1.04E+00	-2.14E-02
-160	260	-60	-3.52E-02	1.04E+00	-1.89E-02
-160	260	-40	-4.09E-02	1.03E+00	-1.38E-02
-160	260	-20	-4.08E-02	1.03E+00	-8.03E-03
-160	260	0	-4.08E-02	1.02E+00	-2.31E-03
-160	260	20	-4.07E-02	1.02E+00	3.42E-03
-160	260	40	-4.56E-02	1.04E+00	1.08E-02
-160	260	60	-3.66E-02	1.04E+00	1.47E-02
-160	260	80	-3.58E-02	1.05E+00	2.01E-02
-160	260	100	-3.49E-02	1.05E+00	2.55E-02
-160	260	120	-3.41E-02	1.06E+00	3.09E-02
-160	260	140	-3.26E-02	1.07E+00	3.60E-02
-160	260	160	-3.11E-02	1.08E+00	4.12E-02
-160	260	180	-3.16E-02	1.09E+00	3.92E-02
-160	260	200	-3.43E-02	1.10E+00	4.11E-02
-160	260	220	-3.23E-02	1.12E+00	4.15E-02
-160	260	240	-2.85E-02	1.14E+00	4.16E-02
-160	260	260	-2.48E-02	1.17E+00	4.18E-02
-160	260	280	-1.88E-02	1.19E+00	2.78E-02
-160	260	300	-2.86E-03	1.23E+00	2.88E-02
-160	280	-300	-3.03E-02	1.24E+00	-6.62E-02
-160	280	-280	-3.41E-02	1.20E+00	-6.88E-02
-160	280	-260	-3.71E-02	1.17E+00	-7.16E-02
-160	280	-240	-4.01E-02	1.14E+00	-7.44E-02
-160	280	-220	-4.09E-02	1.12E+00	-6.75E-02
-160	280	-200	-4.27E-02	1.10E+00	-6.40E-02
-160	280	-180	-4.55E-02	1.09E+00	-5.86E-02
-160	280	-160	-4.65E-02	1.07E+00	-5.47E-02
-160	280	-140	-4.75E-02	1.06E+00	-4.94E-02
-160	280	-120	-5.05E-02	1.05E+00	-4.45E-02
-160	280	-100	-4.94E-02	1.04E+00	-3.82E-02
-160	280	-80	-4.98E-02	1.04E+00	-2.04E-02
-160	280	-60	-5.05E-02	1.03E+00	-2.13E-02
-160	280	-40	-5.12E-02	1.02E+00	-1.37E-02
-160	280	-20	-5.16E-02	1.02E+00	-7.85E-03
-160	280	0	-5.19E-02	1.02E+00	-2.04E-03
-160	280	20	-5.23E-02	1.02E+00	3.76E-03
-160	280	40	-5.21E-02	1.02E+00	9.31E-03
-160	280	60	-4.60E-02	1.02E+00	2.00E-02
-160	280	80	-4.56E-02	1.03E+00	2.87E-02
-160	280	100	-4.49E-02	1.04E+00	3.39E-02
-160	280	120	-4.40E-02	1.05E+00	3.92E-02
-160	280	140	-4.31E-02	1.05E+00	4.46E-02
-160	280	160	-4.23E-02	1.06E+00	5.00E-02
-160	280	180	-4.30E-02	1.07E+00	5.27E-02
-160	280	200	-4.48E-02	1.09E+00	6.24E-02
-160	280	220	-4.40E-02	1.12E+00	6.41E-02
-160	280	240	-4.32E-02	1.14E+00	6.59E-02
-160	280	260	-4.24E-02	1.17E+00	6.77E-02
-160	280	280	-3.57E-02	1.20E+00	6.68E-02
-160	280	300	-3.24E-02	1.24E+00	6.53E-02
-160	300	-300	-3.75E-02	1.23E+00	-1.08E-01
-160	300	-280	-4.45E-02	1.20E+00	-1.05E-01
-160	300	-260	-5.28E-02	1.16E+00	-1.02E-01
-160	300	-240	-5.32E-02	1.14E+00	-9.42E-02
-160	300	-220	-5.30E-02	1.11E+00	-9.21E-02
-160	300	-200	-5.88E-02	1.09E+00	-8.22E-02
-160	300	-180	-6.46E-02	1.07E+00	-7.23E-02
-160	300	-160	-5.89E-02	1.06E+00	-6.66E-02
-160	300	-140	-6.09E-02	1.04E+00	-6.13E-02
-160	300	-120	-5.99E-02	1.03E+00	-5.51E-02
-160	300	-100	-5.95E-02	1.03E+00	-4.25E-02
-160	300	-80	-5.89E-02	1.02E+00	-2.90E-02
-160	300	-60	-5.92E-02	1.01E+00	-2.72E-02
-160	300	-40	-5.83E-02	1.01E+00	-1.49E-02
-160	300	-20	-5.87E-02	1.00E+00	-9.08E-03
-160	300	0	-5.91E-02	1.00E+00	-3.28E-03
-160	300	20	-5.95E-02	1.00E+00	2.53E-03
-160	300	40	-5.71E-02	1.00E+00	1.23E-02
-160	300	60	-5.79E-02	1.01E+00	2.49E-02
-160	300	80	-5.82E-02	1.01E+00	3.67E-02
-160	300	100	-5.74E-02	1.02E+00	4.24E-02
-160	300	120	-5.67E-02	1.03E+00	4.76E-02
-160	300	140	-5.61E-02	1.04E+00	5.28E-02
-160	300	160	-5.68E-02	1.06E+00	6.51E-02
-160	300	180	-6.02E-02	1.07E+00	7.54E-02
-160	300	200	-5.55E-02	1.09E+00	7.36E-02
-160	300	220	-5.65E-02	1.11E+00	8.72E-02
-160	300	240	-5.66E-02	1.13E+00	9.16E-02
-160	300	260	-5.82E-02	1.16E+00	9.09E-02
-160	300	280	-5.60E-02	1.19E+00	1.04E-01
-160	300	300	-5.27E-02	1.23E+00	1.02E-01
-140	-300	-300	5.85E-02	1.20E+00	1.17E-01
-140	-300	-280	6.91E-02	1.17E+00	1.21E-01
-140	-300	-260	6.68E-02	1.14E+00	1.13E-01
-140	-300	-240	6.38E-02	1.11E+00	1.11E-01
-140	-300	-220	6.25E-02	1.08E+00	9.24E-02
-140	-300	-200	6.47E-02	1.06E+00	8.77E-02
-140	-300	-180	6.70E-02	1.05E+00	8.30E-02
-140	-300	-160	5.22E-02	1.04E+00	7.18E-02
-140	-300	-140	6.50E-02	1.03E+00	6.45E-02
-140	-300	-120	6.51E-02	1.01E+00	5.03E-02
-140	-300	-100	6.47E-02	1.01E+00	4.32E-02
-140	-300	-80	6.43E-02	1.00E+00	3.62E-02
-140	-300	-60	6.39E-02	9.95E-01	2.91E-02
-140	-300	-40	6.27E-02	9.91E-01	1.85E-02
-140	-300	-20	6.18E-02	9.89E-01	8.01E-03
-140	-300	0	6.56E-02	9.93E-01	-7.70E-04
-140	-300	20	6.69E-02	9.94E-01	-9.19E-03
-140	-300	40	6.42E-02	9.95E-01	-1.65E-02
-140	-300	60	6.40E-02	9.97E-01	-2.46E-02
-140	-300	80	6.24E-02	9.96E-01	-3.36E-02
-140	-300	100	6.22E-02	1.01E+00	-4.23E-02
-140	-300	120	6.11E-02	1.02E+00	-5.11E-02
-140	-300	140	6.11E-02	1.03E+00	-6.02E-02
-140	-300	160	5.98E-02	1.04E+00	-7.01E-02
-140	-300	180	6.40E-02	1.05E+00	-7.45E-02
-140	-300	200	6.22E-02	1.06E+00	-8.10E-02
-140	-300	220	6.29E-02	1.08E+00	-9.69E-02
-140	-300	240	6.62E-02	1.10E+00	-9.81E-02
-140	-300	260	6.76E-02	1.13E+00	-1.17E-01
-140	-300	280	6.69E-02	1.16E+00	-1.21E-01
-140	-300	300	6.61E-02	1.20E+00	-1.25E-01
-140	-280	-300	4.96E-02	1.21E+00	1.03E-01
-140	-280	-280	3.77E-02	1.18E+00	8.65E-02
-140	-280	-260	4.95E-02	1.14E+00	8.67E-02
-140	-280	-240	4.90E-02	1.12E+00	7.90E-02
-140	-280	-220	5.01E-02	1.10E+00	7.38E-02
-140	-280	-200	5.13E-02	1.08E+00	6.93E-02
-140	-280	-180	5.51E-02	1.07E+00	6.36E-02
-140	-280	-160	4.89E-02	1.05E+00	5.85E-02
-140	-280	-140	4.97E-02	1.05E+00	5.00E-02
-140	-280	-120	4.96E-02	1.04E+00	4.30E-02
-140	-280	-100	5.52E-02	1.03E+00	3.66E-02
-140	-280	-80	5.61E-02	1.02E+00	2.99E-02
-140	-280	-60	5.71E-02	1.01E+00	2.32E-02
-140	-280	-40	5.49E-02	1.01E+00	1.39E-02
-140	-280	-20	5.65E-02	1.00E+00	7.99E-03
-140	-280	0	5.46E-02	1.01E+00	9.74E-04
-140	-280	20	5.44E-02	1.01E+00	-7.15E-03
-140	-280	40	5.41E-02	1.01E+00	-1.53E-02
-140	-280	60	5.38E-02	1.01E+00	-1.98E-02
-140	-280	80	5.44E-02	1.02E+00	-3.07E-02
-140	-280	100	5.55E-02	1.02E+00	-3.38E-02
-140	-280	120	5.29E-02	1.03E+00	-4.20E-02
-140	-280	140	5.04E-02	1.04E+00	-5.02E-02
-140	-280	160	5.14E-02	1.05E+00	-5.54E-02
-140	-280	180	4.90E-02	1.06E+00	-6.04E-02
-140	-280	200	4.99E-02	1.08E+00	-6.57E-02
-140	-280	220	5.05E-02	1.10E+00	-7.34E-02
-140	-280	240	5.46E-02	1.12E+00	-7.59E-02
-140	-280	260	5.27E-02	1.16E+00	-7.93E-02
-140	-280	280	4.38E-02	1.17E+00	-8.86E-02
-140	-280	300	4.04E-02	1.21E+00	-9.20E-02
-140	-260	-300	1.99E-02	1.21E+00	5.41E-02
-140	-260	-280	2.54E-02	1.18E+00	5.78E-02
-140	-260	-260	3.33E-02	1.15E+00	5.65E-02
-140	-260	-240	3.57E-02	1.13E+00	6.05E-02
-140	-260	-220	3.62E-02	1.11E+00	5.59E-02
-140	-260	-200	3.66E-02	1.09E+00	5.13E-02
-140	-260	-180	3.70E-02	1.07E+00	4.67E-02
-140	-260	-160	4.92E-02	1.07E+00	5.32E-02
-140	-260	-140	4.48E-02	1.05E+00	4.34E-02
-140	-260	-120	4.64E-02	1.04E+00	3.67E-02
-140	-260	-100	4.80E-02	1.03E+00	3.01E-02
-140	-260	-80	4.97E-02	1.03E+00	2.34E-02
-140	-260	-60	4.66E-02	1.02E+00	1.61E-02
-140	-260	-40	4.57E-02	1.02E+00	1.15E-02
-140	-260	-20	4.46E-02	1.02E+00	8.88E-03
-140	-260	0	4.55E-02	1.02E+00	2.12E-03
-140	-260	20	4.52E-02	1.02E+00	-6.01E-03
-140	-260	40	4.50E-02	1.02E+00	-1.32E-02
-140	-260	60	4.42E-02	1.02E+00	-1.72E-02
-140	-260	80	4.41E-02	1.03E+00	-2.45E-02
-140	-260	100	4.53E-02	1.03E+00	-2.62E-02
-140	-260	120	4.28E-02	1.04E+00	-3.44E-02
-140	-260	140	4.08E-02	1.05E+00	-4.05E-02
-140	-260	160	3.99E-02	1.06E+00	-4.11E-02
-140	-260	180	4.04E-02	1.07E+00	-4.63E-02
-140	-260	200	4.09E-02	1.09E+00	-5.16E-02
-140	-260	220	4.15E-02	1.10E+00	-5.69E-02
-140	-260	240	3.75E-02	1.13E+00	-6.34E-02
-140	-260	260	3.01E-02	1.14E+00	-4.92E-02
-140	-260	280	2.76E-02	1.18E+00	-5.31E-02
-140	-260	300	2.52E-02	1.21E+00	-5.70E-02
-140	-240	-300	9.74E-03	1.21E+00	2.15E-02
-140	-240	-280	1.30E-02	1.18E+00	2.91E-02
-140	-240	-260	1.98E-02	1.15E+00	3.18E-02
-140	-240	-240	2.39E-02	1.13E+00	4.05E-02
-140	-240	-220	2.46E-02	1.11E+00	3.69E-02
-140	-240	-200	2.68E-02	1.09E+00	3.52E-02
-140	-240	-180	3.21E-02	1.08E+00	3.93E-02
-140	-240	-160	2.37E-02	1.06E+00	3.41E-02
-140	-240	-140	3.30E-02	1.06E+00	2.71E-02
-140	-240	-120	3.61E-02	1.05E+00	2.98E-02
-140	-240	-100	3.77E-02	1.04E+00	2.31E-02
-140	-240	-80	3.94E-02	1.04E+00	1.65E-02
-140	-240	-60	3.93E-02	1.03E+00	1.36E-02
-140	-240	-40	3.74E-02	1.03E+00	1.01E-02
-140	-240	-20	3.63E-02	1.03E+00	7.43E-03
-140	-240	0	3.64E-02	1.03E+00	4.65E-03
-140	-240	20	3.61E-02	1.03E+00	-4.86E-03
-140	-240	40	3.53E-02	1.03E+00	-1.05E-02
-140	-240	60	3.45E-02	1.04E+00	-1.45E-02
-140	-240	80	3.37E-02	1.04E+00	-1.85E-02
-140	-240	100	3.22E-02	1.04E+00	-2.24E-02
-140	-240	120	3.26E-02	1.05E+00	-2.69E-02
-140	-240	140	3.08E-02	1.06E+00	-3.07E-02
-140	-240	160	3.00E-02	1.07E+00	-3.15E-02
-140	-240	180	2.89E-02	1.08E+00	-3.19E-02
-140	-240	200	2.94E-02	1.09E+00	-3.72E-02
-140	-240	220	2.51E-02	1.11E+00	-3.31E-02
-140	-240	240	2.05E-02	1.13E+00	-3.01E-02
-140	-240	260	1.97E-02	1.15E+00	-3.15E-02
-140	-240	280	1.45E-02	1.18E+00	-2.51E-02
-140	-240	300	1.10E-02	1.21E+00	-2.14E-02
-140	-220	-300	4.46E-05	1.20E+00	-8.60E-03
-140	-220	-280	2.01E-03	1.16E+00	5.16E-03
-140	-220	-260	7.42E-03	1.15E+00	9.15E-03
-140	-220	-240	1.16E-02	1.13E+00	1.78E-02
-140	-220	-220	1.31E-02	1.11E+00	1.85E-02
-140	-220	-200	1.83E-02	1.10E+00	2.25E-02
-140	-220	-180	1.66E-02	1.08E+00	2.20E-02
-140	-220	-160	1.90E-02	1.07E+00	2.33E-02
-140	-220	-140	2.29E-02	1.06E+00	2.30E-02
-140	-220	-120	2.58E-02	1.06E+00	2.29E-02
-140	-220	-100	2.75E-02	1.05E+00	1.62E-02
-140	-220	-80	2.82E-02	1.04E+00	1.15E-02
-140	-220	-60	3.02E-02	1.04E+00	1.12E-02
-140	-220	-40	2.91E-02	1.04E+00	8.61E-03
-140	-220	-20	2.80E-02	1.04E+00	5.98E-03
-140	-220	0	2.70E-02	1.04E+00	8.28E-03
-140	-220	20	2.71E-02	1.03E+00	-3.68E-03
-140	-220	40	2.76E-02	1.04E+00	-7.00E-03
-140	-220	60	2.82E-02	1.04E+00	-1.03E-02
-140	-220	80	2.87E-02	1.04E+00	-1.37E-02
-140	-220	100	2.19E-02	1.05E+00	-1.63E-02
-140	-220	120	2.16E-02	1.06E+00	-2.01E-02
-140	-220	140	2.08E-02	1.07E+00	-2.09E-02
-140	-220	160	2.00E-02	1.08E+00	-2.17E-02
-140	-220	180	2.31E-02	1.08E+00	-2.23E-02
-140	-220	200	1.91E-02	1.09E+00	-2.37E-02
-140	-220	220	1.49E-02	1.11E+00	-2.02E-02
-140	-220	240	1.29E-02	1.12E+00	-1.30E-02
-140	-220	260	7.29E-03	1.14E+00	-5.95E-03
-140	-220	280	1.83E-03	1.17E+00	-1.90E-03
-140	-220	300	4.08E-04	1.19E+00	9.87E-03
-140	-200	-300	-1.46E-02	1.17E+00	-3.88E-02
-140	-200	-280	-7.45E-03	1.16E+00	-2.00E-02
-140	-200	-260	-2.91E-03	1.14E+00	-5.41E-03
-140	-200	-240	6.80E-04	1.12E+00	2.18E-04
-140	-200	-220	4.87E-03	1.11E+00	5.91E-03
-140	-200	-200	9.87E-03	1.10E+00	9.90E-03
-140	-200	-180	1.20E-02	1.09E+00	1.12E-02
-140	-200	-160	1.44E-02	1.08E+00	1.25E-02
-140	-200	-140	1.29E-02	1.07E+00	1.89E-02
-140	-200	-120	1.61E-02	1.06E+00	1.95E-02
-140	-200	-100	1.72E-02	1.06E+00	9.32E-03
-140	-200	-80	1.70E-02	1.05E+00	6.66E-03
-140	-200	-60	2.19E-02	1.05E+00	9.80E-03
-140	-200	-40	2.08E-02	1.05E+00	7.16E-03
-140	-200	-20	2.00E-02	1.05E+00	3.99E-03
-140	-200	0	2.01E-02	1.04E+00	5.68E-04
-140	-200	20	2.02E-02	1.04E+00	-2.62E-03
-140	-200	40	2.03E-02	1.04E+00	-5.81E-03
-140	-200	60	2.05E-02	1.05E+00	-9.00E-03
-140	-200	80	1.46E-02	1.06E+00	-5.11E-03
-140	-200	100	1.85E-02	1.06E+00	-1.16E-02
-140	-200	120	1.42E-02	1.06E+00	-1.11E-02
-140	-200	140	1.38E-02	1.07E+00	-1.20E-02
-140	-200	160	1.34E-02	1.07E+00	-1.28E-02
-140	-200	180	1.26E-02	1.08E+00	-1.35E-02
-140	-200	200	8.38E-03	1.09E+00	-1.01E-02
-140	-200	220	4.71E-03	1.11E+00	-7.32E-03
-140	-200	240	5.35E-03	1.12E+00	4.21E-03
-140	-200	260	-4.48E-03	1.13E+00	6.06E-03
-140	-200	280	-9.17E-03	1.15E+00	2.12E-02
-140	-200	300	-1.05E-02	1.17E+00	3.25E-02
-140	-180	-300	-2.27E-02	1.15E+00	-5.48E-02
-140	-180	-280	-1.56E-02	1.14E+00	-3.59E-02
-140	-180	-260	-8.55E-03	1.12E+00	-1.66E-02
-140	-180	-240	-7.82E-03	1.11E+00	-1.60E-02
-140	-180	-220	-2.58E-03	1.10E+00	-4.41E-03
-140	-180	-200	3.34E-03	1.09E+00	1.57E-03
-140	-180	-180	4.88E-03	1.08E+00	3.33E-03
-140	-180	-160	6.42E-03	1.07E+00	5.09E-03
-140	-180	-140	8.49E-03	1.06E+00	6.24E-03
-140	-180	-120	9.77E-03	1.05E+00	7.83E-03
-140	-180	-100	1.07E-02	1.05E+00	6.92E-03
-140	-180	-80	1.37E-02	1.05E+00	8.06E-03
-140	-180	-60	1.42E-02	1.05E+00	5.94E-03
-140	-180	-40	1.43E-02	1.05E+00	4.10E-03
-140	-180	-20	1.44E-02	1.05E+00	2.25E-03
-140	-180	0	1.47E-02	1.05E+00	1.24E-03
-140	-180	20	1.48E-02	1.05E+00	-1.95E-03
-140	-180	40	1.49E-02	1.05E+00	-5.14E-03
-140	-180	60	1.12E-02	1.05E+00	-3.47E-03
-140	-180	80	1.02E-02	1.05E+00	-5.05E-03
-140	-180	100	1.65E-02	1.06E+00	-3.52E-03
-140	-180	120	7.13E-03	1.06E+00	-5.85E-03
-140	-180	140	9.67E-03	1.07E+00	-6.82E-03
-140	-180	160	7.28E-03	1.07E+00	-6.35E-03
-140	-180	180	3.84E-03	1.08E+00	-4.18E-03
-140	-180	200	5.57E-04	1.09E+00	-1.83E-03
-140	-180	220	2.72E-03	1.10E+00	1.29E-02
-140	-180	240	-7.13E-03	1.11E+00	1.35E-02
-140	-180	260	-9.96E-03	1.12E+00	2.48E-02
-140	-180	280	-2.02E-02	1.13E+00	4.43E-02
-140	-180	300	-2.12E-02	1.15E+00	5.35E-02
-140	-160	-300	-2.81E-02	1.13E+00	-6.55E-02
-140	-160	-280	-2.34E-02	1.12E+00	-5.20E-02
-140	-160	-260	-1.66E-02	1.10E+00	-3.31E-02
-140	-160	-240	-8.03E-03	1.09E+00	-1.86E-02
-140	-160	-220	-1.00E-02	1.09E+00	-1.47E-02
-140	-160	-200	-1.06E-03	1.07E+00	-8.64E-03
-140	-160	-180	1.41E-04	1.07E+00	-3.72E-03
-140	-160	-160	1.34E-03	1.07E+00	1.20E-03
-140	-160	-140	4.45E-03	1.06E+00	1.86E-03
-140	-160	-120	5.87E-03	1.06E+00	3.37E-03
-140	-160	-100	6.45E-03	1.06E+00	2.22E-03
-140	-160	-80	7.22E-03	1.06E+00	2.29E-03
-140	-160	-60	9.85E-03	1.05E+00	5.90E-03
-140	-160	-40	8.70E-03	1.05E+00	2.35E-03
-140	-160	-20	8.84E-03	1.05E+00	5.02E-04
-140	-160	0	9.27E-03	1.05E+00	1.92E-03
-140	-160	20	8.67E-03	1.05E+00	-2.57E-04
-140	-160	40	7.75E-03	1.05E+00	-1.83E-03
-140	-160	60	6.83E-03	1.05E+00	-3.41E-03
-140	-160	80	5.91E-03	1.05E+00	-4.99E-03
-140	-160	100	7.06E-03	1.05E+00	-3.96E-03
-140	-160	120	4.50E-03	1.05E+00	-1.27E-03
-140	-160	140	1.96E-03	1.06E+00	-3.28E-04
-140	-160	160	-5.40E-04	1.06E+00	4.61E-05
-140	-160	180	-3.04E-03	1.07E+00	4.20E-04
-140	-160	200	-2.01E-03	1.08E+00	9.72E-03
-140	-160	220	-6.03E-03	1.08E+00	1.76E-02
-140	-160	240	-1.28E-02	1.09E+00	2.25E-02
-140	-160	260	-1.61E-02	1.10E+00	3.53E-02
-140	-160	280	-2.48E-02	1.11E+00	5.50E-02
-140	-160	300	-2.68E-02	1.12E+00	6.70E-02
-140	-140	-300	-3.10E-02	1.09E+00	-7.15E-02
-140	-140	-280	-2.63E-02	1.09E+00	-5.80E-02
-140	-140	-260	-2.23E-02	1.08E+00	-4.32E-02
-140	-140	-240	-1.79E-02	1.08E+00	-2.80E-02
-140	-140	-220	-1.39E-02	1.07E+00	-2.20E-02
-140	-140	-200	-8.32E-03	1.07E+00	-1.35E-02
-140	-140	-180	-3.81E-03	1.07E+00	-6.64E-03
-140	-140	-160	-2.61E-03	1.06E+00	-1.72E-03
-140	-140	-140	6.71E-04	1.06E+00	-1.84E-03
-140	-140	-120	2.08E-03	1.06E+00	-3.24E-04
-140	-140	-100	3.13E-03	1.05E+00	7.64E-04
-140	-140	-80	3.90E-03	1.05E+00	8.33E-04
-140	-140	-60	4.67E-03	1.05E+00	9.02E-04
-140	-140	-40	6.04E-03	1.05E+00	3.74E-03
-140	-140	-20	3.25E-03	1.05E+00	-1.24E-03
-140	-140	0	5.26E-03	1.05E+00	1.38E-03
-140	-140	20	4.34E-03	1.05E+00	-1.97E-04
-140	-140	40	3.42E-03	1.05E+00	-1.77E-03
-140	-140	60	2.50E-03	1.05E+00	-3.35E-03
-140	-140	80	6.34E-03	1.05E+00	-4.26E-03
-140	-140	100	4.36E-03	1.05E+00	-1.90E-03
-140	-140	120	1.79E-03	1.05E+00	7.87E-04
-140	-140	140	-7.10E-04	1.05E+00	4.82E-03
-140	-140	160	-3.21E-03	1.06E+00	5.19E-03
-140	-140	180	-5.77E-03	1.06E+00	7.17E-03
-140	-140	200	-8.53E-03	1.07E+00	1.43E-02
-140	-140	220	-1.13E-02	1.07E+00	2.14E-02
-140	-140	240	-1.85E-02	1.07E+00	3.15E-02
-140	-140	260	-2.18E-02	1.08E+00	4.43E-02
-140	-140	280	-2.41E-02	1.09E+00	5.65E-02
-140	-140	300	-3.03E-02	1.09E+00	7.50E-02
-140	-120	-300	-3.44E-02	1.06E+00	-7.65E-02
-140	-120	-280	-2.79E-02	1.06E+00	-5.86E-02
-140	-120	-260	-2.14E-02	1.07E+00	-4.08E-02
-140	-120	-240	-1.68E-02	1.07E+00	-3.48E-02
-140	-120	-220	-1.51E-02	1.07E+00	-2.42E-02
-140	-120	-200	-9.50E-03	1.06E+00	-1.58E-02
-140	-120	-180	-7.75E-03	1.06E+00	-9.56E-03
-140	-120	-160	-6.55E-03	1.06E+00	-4.64E-03
-140	-120	-140	-3.11E-03	1.05E+00	-5.53E-03
-140	-120	-120	-9.49E-04	1.05E+00	-7.65E-04
-140	-120	-100	-1.82E-04	1.05E+00	-6.96E-04
